1.2053	-5.8534
1.21948	-6.20529
1.23366	-6.51197
1.24784	-6.77705
1.26202	-7.00449
1.2762	-7.19833
1.29038	-7.36244
1.30456	-7.50039
1.31874	-7.61542
1.33292	-7.71048
1.3471	-7.78775
1.36128	-7.849
1.37546	-7.89566
1.38964	-7.92896
1.40382	-7.95287
1.418	-7.96606
1.43218	-7.96926
1.44636	-7.96324
1.46054	-7.94883
1.47472	-7.92671
1.4889	-7.89744
1.50308	-7.86147
1.51726	-7.81923
1.53144	-7.77107
1.54562	-7.71756
1.5598	-7.6594
1.57398	-7.59693
1.58816	-7.53123
1.60234	-7.46648
1.61652	-7.39829
1.6307	-7.32685
1.64488	-7.2536
1.65906	-7.17975
1.67324	-7.10316
1.68742	-7.02393
1.7016	-6.94215
1.71578	-6.85788
1.72996	-6.77121
1.74414	-6.6822
1.75832	-6.59095
