1.76777	5.08101
1.77484	4.61652
1.78191	4.15317
1.78898	3.70225
1.79605	3.2645
1.80312	2.84212
1.81019	2.43316
1.81726	2.03608
1.82434	1.65395
1.83141	1.28186
1.83848	0.925702
1.84555	0.570103
1.85262	0.220443
1.85969	-0.114277
1.86676	-0.434123
1.87383	-0.739166
1.8809	-1.02948
1.88798	-1.30516
1.89505	-1.5663
1.90212	-1.81298
1.90919	-2.04532
1.91626	-2.26343
1.92333	-2.46744
1.9304	-2.65749
1.93747	-2.83373
1.94454	-3.01658
1.95161	-3.20062
1.95869	-3.37023
1.96576	-3.5256
1.97283	-3.66692
1.9799	-3.79441
1.98697	-3.90834
1.99404	-4.00896
2.00111	-4.09658
2.00818	-4.17154
2.01525	-4.23419
2.02233	-4.28491
2.0294	-4.32536
2.03647	-4.35473
2.04354	-4.37339
2.05061	-4.38183
2.05768	-4.38053
2.06475	-4.37001
2.07182	-4.35395
2.07889	-4.33209
2.08597	-4.30223
2.09304	-4.26493
2.10011	-4.22075
2.10718	-4.17026
2.11425	-4.11402
2.12132	-4.0526
2.12839	-3.98654
2.13546	-3.91639
2.14253	-3.84374
2.1496	-3.76966
2.15668	-3.6928
2.16375	-3.61366
2.17082	-3.5327
2.17789	-3.45036
2.18496	-3.36708
