0.04	0
0.12	0
0.2	0
0.28	0
0.36	0
0.44	0
0.52	0
0.6	0
0.68	0
0.76	0
0.84	0
0.92	0
1	0.00286156
1.08	0.0742604
1.16	0.468508
1.24	1.1565
1.32	1.6089
1.4	1.65169
1.48	1.41233
1.56	1.11828
1.64	0.86408
1.72	0.691596
1.8	0.582911
1.88	0.544042
1.96	0.575971
2.04	0.653601
2.12	0.759553
2.2	0.855058
2.28	0.958517
2.36	1.04116
2.44	1.10184
2.52	1.14681
2.6	1.16338
2.68	1.14991
2.76	1.12522
2.84	1.08485
2.92	1.0439
3	1.01347
3.08	0.986775
3.16	0.982348
3.24	0.974549
3.32	0.968838
3.4	0.984829
3.48	0.991527
3.56	0.996686
3.64	1.00734
3.72	1.01124
3.8	1.00893
3.88	1.00324
3.96	1.00177
4.04	1.00044
4.12	0.989105
4.2	0.988027
4.28	0.984121
4.36	0.983846
4.44	0.982907
4.52	0.985798
4.6	0.991743
4.68	0.993785
4.76	0.997219
4.84	0.997441
4.92	1.00235
5	1.00566
5.08	1.0048
5.16	0.999692
5.24	0.998925
5.32	0.997632
5.4	0.997101
5.48	0.996015
5.56	0.998134
5.64	0.998903
5.72	0.995831
5.8	0.996555
5.88	0.997005
5.96	0.998252
6.04	0.996423
6.12	0.994607
6.2	0.993934
6.28	0.999796
6.36	0.997715
6.44	0.996771
6.52	0.995868
6.6	0.997169
6.68	0.993712
6.76	0.994774
6.84	0.998692
6.92	0.994578
7	0.996725
7.08	0.99694
7.16	0.998007
7.24	0.99652
7.32	0.997834
7.4	0.997033
7.48	0.996424
7.56	1.00046
7.64	1.00116
7.72	0.999406
7.8	1.00184
7.88	1.00231
7.96	1.00299
